#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated with AlterBBN v1.4 [http://superiso.in2p3.fr/relic/alterbbn/] for a 
#neutron lifetime of 887.7 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes

#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err D/H       He3/H    err He3/H         Li7      sig Li7
 
     0.03100      8.48637     -0.50000      0.24263      0.24395      0.00011    1.374e-05     3.20e-07   8.314e-06     4.00e-07   8.792e-10     6.33e-11
     0.03200      8.76014     -0.50000      0.24292      0.24424      0.00011    1.298e-05     3.07e-07   8.176e-06     3.97e-07   9.259e-10     6.64e-11
     0.03300      9.03392     -0.50000      0.24320      0.24452      0.00011    1.227e-05     3.27e-07   8.047e-06     3.92e-07   9.724e-10     6.96e-11
     0.03400      9.30769     -0.50000      0.24347      0.24479      0.00011    1.162e-05     2.92e-07   7.924e-06     3.90e-07   1.019e-09     7.28e-11
     0.03500      9.58146     -0.50000      0.24373      0.24505      0.00011    1.101e-05     2.82e-07   7.808e-06     3.85e-07   1.064e-09     7.61e-11
     0.03600      9.85524     -0.50000      0.24399      0.24531      0.00011    1.044e-05     2.76e-07   7.698e-06     3.81e-07   1.110e-09     7.92e-11
     0.03700     10.12901     -0.50000      0.24424      0.24556      0.00011    9.909e-06     2.73e-07   7.593e-06     3.78e-07   1.155e-09     8.23e-11
     0.03800     10.40279     -0.50000      0.24448      0.24580      0.00011    9.412e-06     2.71e-07   7.494e-06     3.76e-07   1.200e-09     8.54e-11
     0.03900     10.67656     -0.50000      0.24471      0.24603      0.00011    8.946e-06     2.72e-07   7.399e-06     3.71e-07   1.244e-09     8.83e-11
     0.04000     10.95034     -0.50000      0.24494      0.24626      0.00011    8.509e-06     2.70e-07   7.308e-06     3.68e-07   1.287e-09     9.15e-11

     0.00500      1.36835     -0.25000      0.22477      0.22602      0.00012    2.671e-04     3.09e-06   2.824e-05     4.72e-07   2.109e-10     1.13e-10
     0.00600      1.64232     -0.25000      0.22780      0.22906      0.00012    1.981e-04     2.14e-06   2.475e-05     4.91e-07   1.502e-10     7.52e-11
     0.00700      1.91608     -0.25000      0.23008      0.23135      0.00012    1.543e-04     2.08e-06   2.216e-05     4.92e-07   1.198e-10     5.35e-11
     0.00800      2.18984     -0.25000      0.23190      0.23317      0.00012    1.245e-04     1.61e-06   2.014e-05     4.91e-07   1.058e-10     4.01e-11
     0.00900      2.46360     -0.25000      0.23340      0.23468      0.00011    1.033e-04     1.19e-06   1.852e-05     5.09e-07   1.021e-10     3.12e-11
     0.01000      2.73736     -0.25000      0.23467      0.23596      0.00011    8.748e-05     1.14e-06   1.718e-05     5.04e-07   1.060e-10     2.50e-11
     0.01100      3.01113     -0.25000      0.23578      0.23707      0.00011    7.536e-05     1.02e-06   1.606e-05     5.02e-07   1.158e-10     2.12e-11
     0.01200      3.28489     -0.25000      0.23676      0.23805      0.00011    6.581e-05     9.84e-07   1.512e-05     5.07e-07   1.305e-10     1.79e-11
     0.01300      3.55866     -0.25000      0.23763      0.23893      0.00011    5.812e-05     7.04e-07   1.431e-05     4.95e-07   1.496e-10     1.64e-11
     0.01400      3.83242     -0.25000      0.23842      0.23972      0.00011    5.180e-05     6.89e-07   1.360e-05     4.97e-07   1.726e-10     1.59e-11
     0.01500      4.10619     -0.25000      0.23915      0.24045      0.00011    4.654e-05     6.47e-07   1.299e-05     4.87e-07   1.990e-10     1.65e-11
     0.01600      4.37996     -0.25000      0.23981      0.24112      0.00011    4.209e-05     6.05e-07   1.245e-05     4.84e-07   2.285e-10     1.74e-11
     0.01700      4.65373     -0.25000      0.24043      0.24173      0.00011    3.829e-05     5.52e-07   1.197e-05     4.77e-07   2.608e-10     1.91e-11
     0.01800      4.92750     -0.25000      0.24100      0.24231      0.00011    3.501e-05     5.18e-07   1.154e-05     4.72e-07   2.957e-10     2.14e-11
     0.01900      5.20127     -0.25000      0.24153      0.24285      0.00011    3.215e-05     5.33e-07   1.116e-05     4.70e-07   3.327e-10     2.37e-11
     0.02000      5.47505     -0.25000      0.24203      0.24335      0.00011    2.964e-05     5.13e-07   1.081e-05     4.62e-07   3.717e-10     2.65e-11
     0.02025      5.54350     -0.25000      0.24216      0.24347      0.00011    2.906e-05     5.11e-07   1.072e-05     4.60e-07   3.817e-10     2.72e-11
     0.02050      5.61195     -0.25000      0.24227      0.24359      0.00011    2.850e-05     5.08e-07   1.064e-05     4.56e-07   3.918e-10     2.80e-11
     0.02075      5.68039     -0.25000      0.24239      0.24371      0.00011    2.795e-05     5.25e-07   1.057e-05     4.59e-07   4.020e-10     2.88e-11
     0.02100      5.74883     -0.25000      0.24251      0.24382      0.00011    2.742e-05     5.04e-07   1.049e-05     4.57e-07   4.123e-10     2.95e-11
     0.02125      5.81728     -0.25000      0.24262      0.24394      0.00011    2.690e-05     4.91e-07   1.042e-05     4.55e-07   4.227e-10     3.03e-11
     0.02150      5.88572     -0.25000      0.24274      0.24405      0.00011    2.640e-05     4.60e-07   1.034e-05     4.53e-07   4.332e-10     3.11e-11
     0.02175      5.95416     -0.25000      0.24285      0.24416      0.00011    2.591e-05     4.61e-07   1.027e-05     4.51e-07   4.438e-10     3.18e-11
     0.02200      6.02261     -0.25000      0.24296      0.24427      0.00011    2.544e-05     4.38e-07   1.020e-05     4.50e-07   4.544e-10     3.25e-11
     0.02225      6.09105     -0.25000      0.24306      0.24438      0.00011    2.498e-05     4.27e-07   1.013e-05     4.48e-07   4.651e-10     3.32e-11
     0.02250      6.15949     -0.25000      0.24317      0.24449      0.00011    2.453e-05     4.27e-07   1.007e-05     4.47e-07   4.759e-10     3.41e-11
     0.02275      6.22794     -0.25000      0.24328      0.24460      0.00011    2.409e-05     4.29e-07   1.000e-05     4.45e-07   4.868e-10     3.49e-11
     0.02300      6.29638     -0.25000      0.24338      0.24470      0.00011    2.367e-05     4.23e-07   9.936e-06     4.44e-07   4.977e-10     3.57e-11
     0.02325      6.36482     -0.25000      0.24348      0.24480      0.00011    2.325e-05     4.20e-07   9.873e-06     4.42e-07   5.087e-10     3.64e-11
     0.02350      6.43327     -0.25000      0.24359      0.24491      0.00011    2.285e-05     4.06e-07   9.812e-06     4.41e-07   5.198e-10     3.73e-11
     0.02375      6.50171     -0.25000      0.24368      0.24501      0.00011    2.246e-05     4.00e-07   9.751e-06     4.40e-07   5.309e-10     3.81e-11
     0.02400      6.57016     -0.25000      0.24378      0.24510      0.00011    2.208e-05     4.16e-07   9.692e-06     4.40e-07   5.421e-10     3.89e-11
     0.02500      6.84392     -0.25000      0.24417      0.24549      0.00011    2.063e-05     3.90e-07   9.467e-06     4.35e-07   5.872e-10     4.21e-11
     0.02600      7.11769     -0.25000      0.24454      0.24586      0.00011    1.933e-05     3.80e-07   9.258e-06     4.27e-07   6.330e-10     4.55e-11
     0.02700      7.39147     -0.25000      0.24489      0.24621      0.00011    1.814e-05     4.12e-07   9.064e-06     4.24e-07   6.793e-10     4.89e-11
     0.02800      7.66525     -0.25000      0.24523      0.24655      0.00011    1.705e-05     4.34e-07   8.883e-06     4.24e-07   7.259e-10     5.23e-11
     0.02900      7.93903     -0.25000      0.24555      0.24688      0.00011    1.605e-05     3.75e-07   8.714e-06     4.14e-07   7.727e-10     5.55e-11
     0.03000      8.21280     -0.25000      0.24586      0.24719      0.00011    1.513e-05     3.28e-07   8.555e-06     4.08e-07   8.196e-10     5.91e-11
     0.03100      8.48658     -0.25000      0.24616      0.24749      0.00011    1.428e-05     3.16e-07   8.406e-06     4.03e-07   8.665e-10     6.23e-11
     0.03200      8.76036     -0.25000      0.24645      0.24778      0.00011    1.349e-05     3.33e-07   8.266e-06     4.00e-07   9.133e-10     6.54e-11
     0.03300      9.03414     -0.25000      0.24673      0.24806      0.00011    1.276e-05     3.05e-07   8.134e-06     3.97e-07   9.599e-10     6.87e-11
     0.03400      9.30792     -0.25000      0.24700      0.24834      0.00011    1.209e-05     2.86e-07   8.009e-06     3.92e-07   1.006e-09     7.20e-11
     0.03500      9.58171     -0.25000      0.24727      0.24860      0.00011    1.146e-05     2.81e-07   7.891e-06     3.87e-07   1.052e-09     7.53e-11
     0.03600      9.85549     -0.25000      0.24752      0.24885      0.00011    1.087e-05     3.21e-07   7.779e-06     3.81e-07   1.098e-09     7.97e-11
     0.03700     10.12927     -0.25000      0.24777      0.24910      0.00011    1.032e-05     2.92e-07   7.672e-06     3.82e-07   1.144e-09     8.16e-11
     0.03800     10.40305     -0.25000      0.24801      0.24934      0.00011    9.811e-06     2.79e-07   7.571e-06     3.78e-07   1.189e-09     8.47e-11
     0.03900     10.67683     -0.25000      0.24824      0.24957      0.00011    9.330e-06     2.79e-07   7.474e-06     3.74e-07   1.233e-09     8.78e-11
     0.04000     10.95062     -0.25000      0.24846      0.24980      0.00011    8.879e-06     2.56e-07   7.382e-06     3.68e-07   1.277e-09     9.08e-11

     0.00500      1.36835      0.00000      0.22805      0.22931      0.00012    2.776e-04     3.18e-06   2.865e-05     4.74e-07   2.259e-10     1.22e-10
     0.00600      1.64236      0.00000      0.23113      0.23240      0.00012    2.056e-04     2.20e-06   2.511e-05     4.75e-07   1.594e-10     8.09e-11
     0.00700      1.91612      0.00000      0.23343      0.23471      0.00012    1.600e-04     2.44e-06   2.249e-05     4.84e-07   1.258e-10     5.74e-11
     0.00800      2.18989      0.00000      0.23526      0.23655      0.00012    1.290e-04     1.77e-06   2.044e-05     4.88e-07   1.096e-10     4.29e-11
     0.00900      2.46366      0.00000      0.23677      0.23807      0.00011    1.069e-04     1.28e-06   1.879e-05     5.04e-07   1.043e-10     3.33e-11
     0.01000      2.73743      0.00000      0.23806      0.23936      0.00011    9.052e-05     1.17e-06   1.743e-05     5.03e-07   1.067e-10     2.67e-11
     0.01100      3.01120      0.00000      0.23917      0.24047      0.00011    7.795e-05     1.04e-06   1.630e-05     5.01e-07   1.153e-10     2.25e-11
     0.01200      3.28497      0.00000      0.24015      0.24146      0.00011    6.805e-05     1.06e-06   1.534e-05     5.00e-07   1.289e-10     1.89e-11
     0.01300      3.55874      0.00000      0.24103      0.24234      0.00011    6.008e-05     8.39e-07   1.451e-05     4.95e-07   1.469e-10     1.70e-11
     0.01400      3.83252      0.00000      0.24182      0.24314      0.00011    5.355e-05     7.26e-07   1.379e-05     4.95e-07   1.688e-10     1.60e-11
     0.01500      4.10629      0.00000      0.24255      0.24386      0.00011    4.810e-05     6.49e-07   1.317e-05     4.89e-07   1.942e-10     1.64e-11
     0.01600      4.38007      0.00000      0.24321      0.24453      0.00011    4.351e-05     6.09e-07   1.262e-05     4.85e-07   2.227e-10     1.72e-11
     0.01700      4.65384      0.00000      0.24383      0.24515      0.00011    3.958e-05     7.40e-07   1.213e-05     4.73e-07   2.541e-10     1.93e-11
     0.01800      4.92762      0.00000      0.24440      0.24572      0.00011    3.619e-05     5.97e-07   1.169e-05     4.71e-07   2.880e-10     2.09e-11
     0.01900      5.20140      0.00000      0.24494      0.24626      0.00011    3.324e-05     5.07e-07   1.130e-05     4.69e-07   3.242e-10     2.32e-11
     0.02000      5.47518      0.00000      0.24544      0.24677      0.00011    3.065e-05     5.27e-07   1.094e-05     4.62e-07   3.625e-10     2.60e-11
     0.02025      5.54364      0.00000      0.24556      0.24689      0.00011    3.005e-05     5.19e-07   1.086e-05     4.61e-07   3.723e-10     2.66e-11
     0.02050      5.61208      0.00000      0.24568      0.24701      0.00011    2.947e-05     5.17e-07   1.078e-05     4.60e-07   3.822e-10     2.73e-11
     0.02075      5.68053      0.00000      0.24580      0.24713      0.00011    2.890e-05     5.16e-07   1.070e-05     4.61e-07   3.923e-10     2.80e-11
     0.02100      5.74897      0.00000      0.24591      0.24724      0.00011    2.836e-05     4.94e-07   1.062e-05     4.59e-07   4.024e-10     2.88e-11
     0.02125      5.81742      0.00000      0.24603      0.24736      0.00011    2.782e-05     4.73e-07   1.054e-05     4.57e-07   4.127e-10     2.95e-11
     0.02150      5.88586      0.00000      0.24614      0.24747      0.00011    2.731e-05     4.56e-07   1.047e-05     4.55e-07   4.230e-10     3.02e-11
     0.02175      5.95431      0.00000      0.24625      0.24758      0.00011    2.680e-05     4.62e-07   1.040e-05     4.54e-07   4.334e-10     3.10e-11
     0.02200      6.02275      0.00000      0.24636      0.24769      0.00011    2.632e-05     4.51e-07   1.033e-05     4.53e-07   4.439e-10     3.18e-11
     0.02225      6.09120      0.00000      0.24647      0.24780      0.00011    2.584e-05     4.56e-07   1.026e-05     4.53e-07   4.545e-10     3.26e-11
     0.02250      6.15964      0.00000      0.24658      0.24791      0.00011    2.538e-05     4.47e-07   1.019e-05     4.50e-07   4.652e-10     3.33e-11
     0.02275      6.22809      0.00000      0.24668      0.24801      0.00011    2.493e-05     4.42e-07   1.012e-05     4.48e-07   4.759e-10     3.41e-11
     0.02300      6.29653      0.00000      0.24679      0.24812      0.00011    2.449e-05     4.32e-07   1.006e-05     4.47e-07   4.867e-10     3.49e-11
     0.02325      6.36498      0.00000      0.24689      0.24822      0.00011    2.406e-05     4.42e-07   9.991e-06     4.48e-07   4.976e-10     3.57e-11
     0.02350      6.43343      0.00000      0.24699      0.24832      0.00011    2.365e-05     4.39e-07   9.929e-06     4.46e-07   5.085e-10     3.65e-11
     0.02375      6.50187      0.00000      0.24709      0.24842      0.00011    2.324e-05     4.38e-07   9.867e-06     4.44e-07   5.195e-10     3.73e-11
     0.02400      6.57032      0.00000      0.24719      0.24852      0.00011    2.285e-05     4.25e-07   9.807e-06     4.45e-07   5.306e-10     3.81e-11
     0.02500      6.84408      0.00000      0.24757      0.24891      0.00011    2.136e-05     4.07e-07   9.577e-06     4.38e-07   5.753e-10     4.13e-11
     0.02600      7.11787      0.00000      0.24794      0.24928      0.00011    2.002e-05     3.73e-07   9.365e-06     4.28e-07   6.208e-10     4.47e-11
     0.02700      7.39165      0.00000      0.24829      0.24963      0.00011    1.879e-05     4.29e-07   9.167e-06     4.27e-07   6.668e-10     4.80e-11
     0.02800      7.66544      0.00000      0.24863      0.24997      0.00011    1.766e-05     4.43e-07   8.983e-06     4.26e-07   7.133e-10     5.14e-11
     0.02900      7.93922      0.00000      0.24895      0.25029      0.00011    1.663e-05     3.49e-07   8.810e-06     4.16e-07   7.600e-10     5.48e-11
     0.03000      8.21301      0.00000      0.24927      0.25061      0.00011    1.569e-05     3.31e-07   8.649e-06     4.09e-07   8.068e-10     5.82e-11
     0.03100      8.48679      0.00000      0.24957      0.25091      0.00011    1.481e-05     3.47e-07   8.497e-06     4.05e-07   8.537e-10     6.13e-11
     0.03200      8.76058      0.00000      0.24986      0.25120      0.00011    1.400e-05     3.12e-07   8.355e-06     4.02e-07   9.006e-10     6.46e-11
     0.03300      9.03436      0.00000      0.25014      0.25148      0.00011    1.325e-05     3.07e-07   8.220e-06     3.99e-07   9.473e-10     6.79e-11
     0.03400      9.30815      0.00000      0.25041      0.25175      0.00011    1.256e-05     2.93e-07   8.093e-06     3.95e-07   9.939e-10     7.11e-11
     0.03500      9.58194      0.00000      0.25067      0.25201      0.00011    1.191e-05     2.99e-07   7.973e-06     3.90e-07   1.040e-09     7.48e-11
     0.03600      9.85573      0.00000      0.25092      0.25227      0.00011    1.130e-05     2.87e-07   7.859e-06     3.87e-07   1.086e-09     7.76e-11
     0.03700     10.12952      0.00000      0.25117      0.25251      0.00011    1.074e-05     2.90e-07   7.750e-06     3.83e-07   1.132e-09     8.08e-11
     0.03800     10.40330      0.00000      0.25141      0.25275      0.00011    1.021e-05     2.88e-07   7.647e-06     3.80e-07   1.177e-09     8.40e-11
     0.03900     10.67709      0.00000      0.25164      0.25299      0.00011    9.713e-06     2.74e-07   7.549e-06     3.76e-07   1.222e-09     8.71e-11
     0.04000     10.95088      0.00000      0.25186      0.25321      0.00011    9.248e-06     2.66e-07   7.455e-06     3.73e-07   1.266e-09     9.01e-11

     0.00500      1.36835      0.25000      0.23122      0.23250      0.00012    2.881e-04     3.29e-06   2.905e-05     4.67e-07   2.414e-10     1.31e-10
     0.00600      1.64239      0.25000      0.23433      0.23562      0.00012    2.132e-04     2.40e-06   2.546e-05     4.76e-07   1.691e-10     8.67e-11
     0.00700      1.91617      0.25000      0.23667      0.23796      0.00012    1.657e-04     1.94e-06   2.281e-05     4.75e-07   1.321e-10     6.14e-11
     0.00800      2.18994      0.25000      0.23851      0.23981      0.00012    1.335e-04     1.99e-06   2.073e-05     4.91e-07   1.136e-10     4.59e-11
     0.00900      2.46372      0.25000      0.24003      0.24134      0.00012    1.106e-04     1.39e-06   1.906e-05     5.00e-07   1.066e-10     3.55e-11
     0.01000      2.73749      0.25000      0.24132      0.24264      0.00011    9.358e-05     1.16e-06   1.768e-05     5.01e-07   1.077e-10     2.84e-11
     0.01100      3.01127      0.25000      0.24244      0.24376      0.00011    8.055e-05     1.07e-06   1.653e-05     5.04e-07   1.150e-10     2.36e-11
     0.01200      3.28505      0.25000      0.24343      0.24475      0.00011    7.029e-05     9.23e-07   1.555e-05     4.99e-07   1.275e-10     2.01e-11
     0.01300      3.55883      0.25000      0.24431      0.24563      0.00011    6.205e-05     8.86e-07   1.471e-05     5.03e-07   1.444e-10     1.77e-11
     0.01400      3.83261      0.25000      0.24511      0.24643      0.00011    5.529e-05     7.62e-07   1.398e-05     4.95e-07   1.652e-10     1.65e-11
     0.01500      4.10639      0.25000      0.24583      0.24716      0.00011    4.967e-05     6.46e-07   1.334e-05     4.90e-07   1.896e-10     1.67e-11
     0.01600      4.38017      0.25000      0.24650      0.24783      0.00011    4.492e-05     6.25e-07   1.278e-05     4.87e-07   2.172e-10     1.72e-11
     0.01700      4.65395      0.25000      0.24711      0.24845      0.00011    4.087e-05     5.54e-07   1.228e-05     4.81e-07   2.477e-10     1.86e-11
     0.01800      4.92774      0.25000      0.24769      0.24902      0.00011    3.737e-05     5.48e-07   1.184e-05     4.75e-07   2.808e-10     2.07e-11
     0.01900      5.20152      0.25000      0.24822      0.24956      0.00011    3.433e-05     5.18e-07   1.144e-05     4.68e-07   3.161e-10     2.27e-11
     0.02000      5.47531      0.25000      0.24873      0.25006      0.00011    3.165e-05     5.20e-07   1.108e-05     4.64e-07   3.536e-10     2.53e-11
     0.02025      5.54377      0.25000      0.24885      0.25019      0.00011    3.104e-05     5.07e-07   1.099e-05     4.64e-07   3.633e-10     2.60e-11
     0.02050      5.61222      0.25000      0.24897      0.25031      0.00011    3.044e-05     5.26e-07   1.091e-05     4.64e-07   3.730e-10     2.67e-11
     0.02075      5.68066      0.25000      0.24908      0.25042      0.00011    2.986e-05     4.92e-07   1.083e-05     4.63e-07   3.829e-10     2.73e-11
     0.02100      5.74911      0.25000      0.24920      0.25054      0.00011    2.929e-05     4.88e-07   1.075e-05     4.61e-07   3.929e-10     2.81e-11
     0.02125      5.81756      0.25000      0.24931      0.25066      0.00011    2.874e-05     4.81e-07   1.067e-05     4.59e-07   4.029e-10     2.88e-11
     0.02150      5.88600      0.25000      0.24943      0.25077      0.00011    2.821e-05     4.80e-07   1.059e-05     4.58e-07   4.131e-10     2.96e-11
     0.02175      5.95445      0.25000      0.24954      0.25088      0.00011    2.769e-05     4.71e-07   1.052e-05     4.56e-07   4.234e-10     3.03e-11
     0.02200      6.02290      0.25000      0.24965      0.25099      0.00011    2.719e-05     4.65e-07   1.045e-05     4.54e-07   4.337e-10     3.11e-11
     0.02225      6.09134      0.25000      0.24976      0.25110      0.00011    2.670e-05     4.48e-07   1.038e-05     4.55e-07   4.442e-10     3.18e-11
     0.02250      6.15979      0.25000      0.24986      0.25121      0.00011    2.622e-05     4.41e-07   1.031e-05     4.52e-07   4.547e-10     3.25e-11
     0.02275      6.22824      0.25000      0.24997      0.25131      0.00011    2.576e-05     4.34e-07   1.024e-05     4.51e-07   4.653e-10     3.33e-11
     0.02300      6.29668      0.25000      0.25007      0.25141      0.00011    2.531e-05     4.33e-07   1.017e-05     4.49e-07   4.759e-10     3.40e-11
     0.02325      6.36513      0.25000      0.25017      0.25152      0.00011    2.487e-05     4.51e-07   1.011e-05     4.51e-07   4.867e-10     3.48e-11
     0.02350      6.43358      0.25000      0.25028      0.25162      0.00011    2.444e-05     4.48e-07   1.004e-05     4.49e-07   4.975e-10     3.56e-11
     0.02375      6.50202      0.25000      0.25038      0.25172      0.00011    2.402e-05     4.46e-07   9.981e-06     4.48e-07   5.084e-10     3.64e-11
     0.02400      6.57047      0.25000      0.25048      0.25182      0.00011    2.362e-05     4.43e-07   9.920e-06     4.47e-07   5.193e-10     3.72e-11
     0.02500      6.84425      0.25000      0.25086      0.25221      0.00011    2.209e-05     4.22e-07   9.686e-06     4.41e-07   5.636e-10     4.05e-11
     0.02600      7.11803      0.25000      0.25123      0.25257      0.00011    2.070e-05     3.77e-07   9.470e-06     4.31e-07   6.088e-10     4.38e-11
     0.02700      7.39182      0.25000      0.25158      0.25293      0.00011    1.944e-05     4.61e-07   9.268e-06     4.33e-07   6.545e-10     4.72e-11
     0.02800      7.66562      0.25000      0.25192      0.25327      0.00011    1.828e-05     3.82e-07   9.081e-06     4.24e-07   7.007e-10     5.03e-11
     0.02900      7.93941      0.25000      0.25224      0.25359      0.00011    1.722e-05     3.65e-07   8.906e-06     4.19e-07   7.472e-10     5.46e-11
     0.03000      8.21320      0.25000      0.25255      0.25390      0.00011    1.625e-05     3.78e-07   8.741e-06     4.14e-07   7.940e-10     5.71e-11
     0.03100      8.48699      0.25000      0.25285      0.25420      0.00011    1.535e-05     3.35e-07   8.587e-06     4.09e-07   8.409e-10     6.04e-11
     0.03200      8.76078      0.25000      0.25314      0.25449      0.00011    1.451e-05     3.16e-07   8.442e-06     4.03e-07   8.878e-10     6.38e-11
     0.03300      9.03458      0.25000      0.25342      0.25477      0.00011    1.374e-05     2.95e-07   8.305e-06     4.02e-07   9.346e-10     6.70e-11
     0.03400      9.30837      0.25000      0.25369      0.25504      0.00011    1.302e-05     2.96e-07   8.176e-06     3.97e-07   9.812e-10     7.05e-11
     0.03500      9.58216      0.25000      0.25395      0.25531      0.00011    1.236e-05     3.06e-07   8.053e-06     3.93e-07   1.028e-09     7.36e-11
     0.03600      9.85596      0.25000      0.25420      0.25556      0.00011    1.173e-05     3.00e-07   7.937e-06     3.90e-07   1.074e-09     7.68e-11
     0.03700     10.12975      0.25000      0.25445      0.25581      0.00011    1.115e-05     2.84e-07   7.827e-06     3.84e-07   1.120e-09     8.00e-11
     0.03800     10.40355      0.25000      0.25469      0.25605      0.00011    1.061e-05     2.86e-07   7.722e-06     3.81e-07   1.165e-09     8.33e-11
     0.03900     10.67734      0.25000      0.25492      0.25628      0.00011    1.010e-05     2.83e-07   7.622e-06     3.78e-07   1.211e-09     8.64e-11
     0.04000     10.95114      0.25000      0.25514      0.25650      0.00011    9.616e-06     2.76e-07   7.527e-06     3.73e-07   1.255e-09     8.94e-11

     0.00500      1.36835      0.50000      0.23428      0.23556      0.00012    2.988e-04     3.68e-06   2.945e-05     4.85e-07   2.577e-10     1.41e-10
     0.00600      1.64243      0.50000      0.23743      0.23873      0.00012    2.208e-04     2.36e-06   2.581e-05     4.72e-07   1.793e-10     9.27e-11
     0.00700      1.91621      0.50000      0.23979      0.24109      0.00012    1.715e-04     1.95e-06   2.312e-05     4.71e-07   1.387e-10     6.57e-11
     0.00800      2.18999      0.50000      0.24165      0.24296      0.00012    1.380e-04     2.11e-06   2.102e-05     4.85e-07   1.179e-10     4.90e-11
     0.00900      2.46377      0.50000      0.24318      0.24450      0.00012    1.143e-04     1.43e-06   1.932e-05     4.96e-07   1.092e-10     3.79e-11
     0.01000      2.73756      0.50000      0.24448      0.24580      0.00011    9.664e-05     1.18e-06   1.793e-05     5.04e-07   1.089e-10     3.02e-11
     0.01100      3.01134      0.50000      0.24560      0.24693      0.00012    8.315e-05     1.17e-06   1.675e-05     5.01e-07   1.150e-10     2.50e-11
     0.01200      3.28512      0.50000      0.24659      0.24793      0.00011    7.254e-05     1.06e-06   1.576e-05     5.02e-07   1.263e-10     2.09e-11
     0.01300      3.55891      0.50000      0.24748      0.24881      0.00011    6.402e-05     8.89e-07   1.490e-05     5.03e-07   1.422e-10     1.86e-11
     0.01400      3.83270      0.50000      0.24828      0.24961      0.00011    5.704e-05     8.45e-07   1.416e-05     4.95e-07   1.620e-10     1.70e-11
     0.01500      4.10648      0.50000      0.24900      0.25034      0.00011    5.123e-05     6.97e-07   1.352e-05     4.94e-07   1.854e-10     1.68e-11
     0.01600      4.38027      0.50000      0.24967      0.25101      0.00011    4.633e-05     5.71e-07   1.294e-05     4.82e-07   2.121e-10     1.72e-11
     0.01700      4.65406      0.50000      0.25029      0.25163      0.00011    4.215e-05     5.77e-07   1.244e-05     4.85e-07   2.416e-10     1.84e-11
     0.01800      4.92785      0.50000      0.25086      0.25221      0.00011    3.855e-05     5.23e-07   1.198e-05     4.74e-07   2.738e-10     2.01e-11
     0.01900      5.20164      0.50000      0.25140      0.25275      0.00011    3.541e-05     5.38e-07   1.158e-05     4.71e-07   3.084e-10     2.22e-11
     0.02000      5.47543      0.50000      0.25190      0.25325      0.00011    3.266e-05     5.07e-07   1.121e-05     4.67e-07   3.451e-10     2.47e-11
     0.02025      5.54390      0.50000      0.25202      0.25337      0.00011    3.202e-05     4.95e-07   1.112e-05     4.65e-07   3.545e-10     2.53e-11
     0.02050      5.61234      0.50000      0.25214      0.25349      0.00011    3.141e-05     4.97e-07   1.104e-05     4.64e-07   3.641e-10     2.60e-11
     0.02075      5.68079      0.50000      0.25226      0.25361      0.00011    3.081e-05     5.06e-07   1.096e-05     4.65e-07   3.738e-10     2.67e-11
     0.02100      5.74924      0.50000      0.25237      0.25373      0.00011    3.023e-05     4.91e-07   1.087e-05     4.63e-07   3.836e-10     2.74e-11
     0.02125      5.81769      0.50000      0.25249      0.25384      0.00011    2.966e-05     4.86e-07   1.080e-05     4.61e-07   3.935e-10     2.81e-11
     0.02150      5.88614      0.50000      0.25260      0.25395      0.00011    2.911e-05     4.74e-07   1.072e-05     4.60e-07   4.035e-10     2.88e-11
     0.02175      5.95458      0.50000      0.25271      0.25406      0.00011    2.858e-05     4.77e-07   1.064e-05     4.58e-07   4.136e-10     2.95e-11
     0.02200      6.02303      0.50000      0.25282      0.25417      0.00011    2.806e-05     4.64e-07   1.057e-05     4.57e-07   4.238e-10     3.02e-11
     0.02225      6.09148      0.50000      0.25293      0.25428      0.00011    2.756e-05     4.55e-07   1.050e-05     4.57e-07   4.341e-10     3.10e-11
     0.02250      6.15993      0.50000      0.25304      0.25439      0.00011    2.707e-05     4.72e-07   1.043e-05     4.54e-07   4.445e-10     3.17e-11
     0.02275      6.22838      0.50000      0.25314      0.25450      0.00011    2.659e-05     4.48e-07   1.036e-05     4.55e-07   4.549e-10     3.25e-11
     0.02300      6.29683      0.50000      0.25325      0.25460      0.00011    2.613e-05     4.46e-07   1.029e-05     4.53e-07   4.654e-10     3.32e-11
     0.02325      6.36527      0.50000      0.25335      0.25470      0.00011    2.567e-05     4.64e-07   1.022e-05     4.55e-07   4.761e-10     3.40e-11
     0.02350      6.43372      0.50000      0.25345      0.25481      0.00011    2.523e-05     4.56e-07   1.016e-05     4.52e-07   4.867e-10     3.48e-11
     0.02375      6.50217      0.50000      0.25355      0.25491      0.00011    2.480e-05     4.48e-07   1.009e-05     4.50e-07   4.975e-10     3.56e-11
     0.02400      6.57062      0.50000      0.25365      0.25500      0.00011    2.439e-05     4.49e-07   1.003e-05     4.49e-07   5.083e-10     3.64e-11
     0.02500      6.84440      0.50000      0.25403      0.25539      0.00011    2.281e-05     4.34e-07   9.794e-06     4.45e-07   5.522e-10     3.96e-11
